transaction_id,customer_id,transaction_date,amount,merchant_id,merchant_category,payment_method,device_type,device_id,ip_address,transaction_country,chargeback,is_fraud,customer_name,age,account_age_days,home_country,email_domain,is_vip,high_amount_flag,cross_border_flag,late_night_flag,new_account_flag,high_risk_merchant_flag,risk_score,risk_level
4767,362,2025-08-07 04:53:11,22.99,MER-226,pharmacy,debit_card,desktop,DEV-3776,200.177.76.9,CL,0,1,Ravi Lucca Pinto,41,1524,BR,gmail.com,0,0,1,1,0,0,40,high
4768,435,2025-11-13 19:24:48,53.12,MER-628,fashion,debit_card,desktop,DEV-1886,202.74.203.58,MX,0,1,Sra. Ágatha Teixeira,44,3614,AR,gmail.com,1,0,1,0,0,0,25,medium
4769,611,2025-03-23 05:19:41,168.42,MER-176,pharmacy,credit_card,desktop,DEV-4799,63.89.162.91,BR,0,0,Jade Caldeira,59,374,US,gmail.com,0,0,1,1,0,0,40,high
4770,863,2025-07-31 01:22:50,136.6,MER-672,travel,pix,tablet,DEV-9920,167.103.136.13,CL,0,0,Rael Martins,31,2557,US,outlook.com,0,0,1,1,0,0,40,high
4771,824,2025-04-06 16:10:14,67.6,MER-765,electronics,debit_card,desktop,DEV-5559,18.176.155.121,MX,0,0,Renan Campos,46,2547,BR,gmail.com,0,0,1,0,0,1,35,medium
4772,759,2025-11-09 05:21:00,27.73,MER-556,food,credit_card,mobile,DEV-4422,200.16.110.20,US,1,1,Ryan Aparecida,20,1870,BR,outlook.com,0,0,1,1,0,0,40,high
4773,273,2025-06-03 16:05:03,119.23,MER-131,fashion,pix,desktop,DEV-6055,203.70.173.246,AR,0,0,Davi Lucas Costela,21,638,BR,gmail.com,0,0,1,0,0,0,25,medium
4774,500,2025-12-09 15:55:46,67.86,MER-429,electronics,credit_card,desktop,DEV-6833,50.113.35.138,US,0,0,Yago Carvalho,64,2239,BR,gmail.com,0,0,1,0,0,1,35,medium
4775,520,2025-07-21 11:25:16,8.26,MER-783,fashion,debit_card,desktop,DEV-2656,151.145.110.166,CL,1,1,Juan Nunes,37,666,BR,yahoo.com,0,0,1,0,0,0,25,medium
4776,684,2025-08-04 16:45:34,134.88,MER-925,fashion,debit_card,tablet,DEV-1949,179.133.230.204,AR,0,0,Srta. Lunna Aragão,49,1688,AR,yahoo.com,0,0,0,0,0,0,0,low
4777,747,2025-12-20 16:18:50,65.25,MER-448,travel,bank_transfer,desktop,DEV-3719,1.61.179.146,CL,0,0,Kevin Ferreira,20,706,BR,hotmail.com,1,0,1,0,0,0,25,medium
4778,754,2025-05-18 12:30:49,196.8,MER-888,food,bank_transfer,mobile,DEV-7982,182.143.250.1,AR,0,0,Allana Peixoto,46,866,AR,yahoo.com,1,0,0,0,0,0,0,low
4779,329,2025-12-10 09:49:29,24.88,MER-890,food,debit_card,tablet,DEV-8311,149.18.20.72,BR,1,1,Gabrielly Pastor,33,1582,AR,outlook.com,0,0,1,0,0,0,25,medium
4780,698,2025-12-13 07:15:45,3.82,MER-318,pharmacy,credit_card,tablet,DEV-7579,3.61.176.170,MX,0,0,Pedro Henrique Jesus,56,897,BR,yahoo.com,0,0,1,0,0,0,25,medium
4781,239,2025-02-05 04:33:10,85.73,MER-206,gaming,credit_card,tablet,DEV-2528,207.43.98.80,PY,0,0,Diego Carvalho,30,501,AR,yahoo.com,0,0,1,1,0,1,50,high
4782,605,2025-05-10 02:05:34,86.7,MER-601,digital_services,debit_card,mobile,DEV-5012,176.35.33.66,CL,1,1,Enzo Monteiro,24,2565,US,yahoo.com,0,0,1,1,0,1,50,high
4783,195,2025-04-10 06:40:41,14.56,MER-577,electronics,debit_card,desktop,DEV-2264,171.184.96.248,PY,0,1,Alícia Camargo,32,3507,US,gmail.com,0,0,1,0,0,1,35,medium
4784,498,2025-08-11 05:37:49,27.64,MER-694,food,credit_card,desktop,DEV-9822,134.219.136.230,BR,1,1,Dr. Caleb Nunes,66,3366,BR,yahoo.com,1,0,0,1,0,0,15,low
4785,15,2025-04-22 09:07:47,796.08,MER-925,digital_services,debit_card,mobile,DEV-3357,219.245.228.106,PY,1,1,Sr. Leonardo Sales,56,2601,BR,hotmail.com,0,0,1,0,0,1,35,medium
4786,277,2025-06-24 06:48:04,50.65,MER-589,travel,debit_card,desktop,DEV-5423,184.223.131.247,PY,0,0,Ana Lívia Martins,20,904,BR,gmail.com,0,0,1,0,0,0,25,medium
4787,369,2025-12-08 09:36:08,128.75,MER-689,digital_services,credit_card,desktop,DEV-3202,214.55.164.175,AR,0,0,Lavínia da Cunha,63,266,BR,outlook.com,0,0,1,0,0,1,35,medium
4788,25,2025-05-11 05:06:59,37.13,MER-232,food,bank_transfer,desktop,DEV-2960,95.253.51.115,CL,1,1,Benício Albuquerque,53,3526,AR,gmail.com,0,0,1,1,0,0,40,high
4789,163,2025-12-19 01:25:41,10.16,MER-967,electronics,pix,desktop,DEV-1371,114.223.131.96,CL,0,1,Bruno Monteiro,18,1674,BR,yahoo.com,0,0,1,1,0,1,50,high
4790,719,2025-05-05 14:16:18,57.21,MER-652,electronics,credit_card,tablet,DEV-7789,79.127.10.15,CL,0,0,Ryan Jesus,19,1306,BR,gmail.com,0,0,1,0,0,1,35,medium
4791,961,2025-12-29 18:21:17,52.51,MER-820,travel,pix,desktop,DEV-6351,201.198.112.181,PY,0,0,Beatriz Siqueira,30,23,US,gmail.com,0,0,1,0,1,0,45,high
4792,762,2025-09-28 16:43:14,46.53,MER-134,gaming,bank_transfer,desktop,DEV-4038,132.13.234.184,AR,0,0,José Miguel Cassiano,29,3566,BR,outlook.com,0,0,1,0,0,1,35,medium
4793,267,2025-01-22 13:35:39,60.15,MER-529,digital_services,credit_card,desktop,DEV-6338,115.240.222.237,MX,0,0,Fernando Dias,69,1758,AR,gmail.com,0,0,1,0,0,1,35,medium
4794,288,2025-01-04 17:39:45,84.59,MER-761,fashion,credit_card,mobile,DEV-7448,201.30.255.4,MX,0,0,Caroline da Conceição,32,1365,US,gmail.com,0,0,1,0,0,0,25,medium
4795,324,2025-08-22 13:37:29,58.26,MER-363,food,credit_card,mobile,DEV-4671,212.208.195.192,BR,0,0,Caroline Santos,21,2627,BR,outlook.com,0,0,0,0,0,0,0,low
4796,81,2025-04-28 18:13:44,21.38,MER-153,electronics,pix,tablet,DEV-9828,36.203.124.208,MX,0,0,Nina Andrade,48,912,BR,yahoo.com,0,0,1,0,0,1,35,medium
4797,491,2025-01-08 10:04:12,103.29,MER-416,gaming,pix,desktop,DEV-6887,223.56.195.248,PY,0,0,Sr. Benjamin Vargas,47,2186,BR,outlook.com,0,0,1,0,0,1,35,medium
4798,6,2025-01-20 00:56:07,11.54,MER-399,electronics,credit_card,desktop,DEV-1368,215.188.191.53,BR,0,0,Sra. Emilly Pereira,62,1732,BR,hotmail.com,0,0,0,1,0,1,25,medium
4799,261,2025-11-26 19:37:42,10.53,MER-641,digital_services,pix,tablet,DEV-7308,149.126.103.21,PY,0,0,Antônio Vasconcelos,24,3050,US,hotmail.com,0,0,1,0,0,1,35,medium
4800,303,2025-10-12 04:50:26,129.7,MER-119,pharmacy,pix,mobile,DEV-7656,149.106.21.29,AR,0,1,Oliver Cavalcanti,20,1015,US,yahoo.com,0,0,1,1,0,0,40,high
4801,595,2025-08-23 23:06:58,105.25,MER-423,fashion,pix,desktop,DEV-3204,118.237.62.103,PY,0,0,Benício Rodrigues,59,520,US,hotmail.com,0,0,1,0,0,0,25,medium
4802,62,2025-02-02 07:03:56,63.33,MER-856,food,credit_card,tablet,DEV-6429,24.246.114.214,PY,0,1,Matteo Ramos,50,1087,BR,outlook.com,0,0,1,0,0,0,25,medium
4803,115,2025-03-08 06:27:51,18.99,MER-161,gaming,bank_transfer,desktop,DEV-7109,123.45.205.104,US,0,0,Heitor Vargas,37,3087,BR,yahoo.com,0,0,1,0,0,1,35,medium
4804,121,2025-05-23 23:16:19,35.26,MER-446,digital_services,credit_card,desktop,DEV-2783,103.164.85.192,US,0,0,João Felipe Oliveira,42,1341,BR,outlook.com,0,0,1,0,0,1,35,medium
4805,450,2025-12-04 02:30:55,52.64,MER-800,gaming,bank_transfer,desktop,DEV-8091,209.60.146.32,BR,0,0,Maria Julia Fogaça,26,1959,BR,outlook.com,1,0,0,1,0,1,25,medium
4806,973,2025-11-09 05:23:12,15.86,MER-807,pharmacy,bank_transfer,mobile,DEV-1653,178.60.207.200,BR,0,0,Pedro Miguel Azevedo,64,1575,AR,yahoo.com,0,0,1,1,0,0,40,high
4807,235,2025-10-29 17:10:18,34.29,MER-511,fashion,debit_card,mobile,DEV-8513,93.248.251.192,CL,0,0,Sarah Pimenta,44,2683,BR,yahoo.com,1,0,1,0,0,0,25,medium
4808,167,2025-05-21 16:08:57,119.95,MER-360,travel,bank_transfer,mobile,DEV-9354,189.93.224.23,PY,0,0,Vinícius Monteiro,70,583,BR,hotmail.com,0,0,1,0,0,0,25,medium
4809,285,2025-05-28 11:17:18,240.95,MER-721,marketplace,pix,desktop,DEV-9275,207.223.240.108,MX,0,0,Dra. Pietra Moreira,69,2532,BR,outlook.com,0,0,1,0,0,0,25,medium
4810,185,2025-04-08 14:14:28,45.72,MER-289,travel,credit_card,tablet,DEV-4734,72.70.215.251,CL,0,0,Agatha Moraes,53,57,BR,gmail.com,0,0,1,0,0,0,25,medium
4811,792,2025-01-27 03:22:46,131.74,MER-378,gaming,debit_card,desktop,DEV-3080,140.200.29.112,MX,0,0,Olivia Aparecida,49,3217,US,gmail.com,0,0,1,1,0,1,50,high
4812,700,2025-09-22 08:32:55,11.91,MER-899,travel,bank_transfer,tablet,DEV-3574,223.207.159.121,CL,0,0,Joaquim Vargas,63,727,AR,outlook.com,0,0,1,0,0,0,25,medium
4813,767,2025-10-06 11:17:39,120.72,MER-642,digital_services,credit_card,tablet,DEV-5904,205.186.198.2,AR,0,0,Ryan Jesus,26,2652,BR,gmail.com,0,0,1,0,0,1,35,medium
4814,590,2025-04-29 17:47:27,32.34,MER-493,electronics,credit_card,tablet,DEV-6071,174.218.16.83,MX,0,0,Anna Liz Brito,63,2500,BR,hotmail.com,0,0,1,0,0,1,35,medium
4815,779,2025-12-02 12:27:10,87.94,MER-759,travel,bank_transfer,mobile,DEV-3534,88.194.125.157,CL,0,0,Heloísa Teixeira,64,2922,BR,yahoo.com,0,0,1,0,0,0,25,medium
4816,574,2025-10-15 22:49:19,53.36,MER-589,pharmacy,credit_card,tablet,DEV-4996,143.29.198.192,PY,0,0,Ana Clara Araújo,57,2418,BR,hotmail.com,0,0,1,0,0,0,25,medium
4817,654,2025-09-19 14:09:30,218.85,MER-310,pharmacy,bank_transfer,desktop,DEV-8700,132.30.211.34,CL,0,0,Isabel Abreu,64,2239,US,hotmail.com,0,0,1,0,0,0,25,medium
4818,47,2025-05-05 21:47:59,30.36,MER-676,food,pix,mobile,DEV-2827,142.251.142.102,AR,0,0,Ana Sophia Rezende,69,3529,AR,gmail.com,0,0,0,0,0,0,0,low
4819,551,2025-06-26 12:58:42,117.31,MER-413,gaming,bank_transfer,mobile,DEV-8313,206.57.107.210,CL,0,0,Rodrigo Moura,22,1840,AR,yahoo.com,1,0,1,0,0,1,35,medium
4820,827,2025-06-27 18:21:42,51.85,MER-808,marketplace,bank_transfer,tablet,DEV-1939,203.248.106.150,PY,0,0,Cauã Brito,59,3630,US,gmail.com,0,0,1,0,0,0,25,medium
4821,603,2025-02-16 19:03:39,57.83,MER-229,food,pix,mobile,DEV-5147,220.222.210.67,PY,0,0,Ravi Peixoto,38,3393,BR,hotmail.com,1,0,1,0,0,0,25,medium
4822,674,2025-09-09 21:47:36,56.52,MER-965,food,credit_card,desktop,DEV-9130,108.137.72.87,PY,0,0,Brenda Cavalcante,24,3293,US,gmail.com,0,0,1,0,0,0,25,medium
4823,16,2025-07-26 04:47:15,31.15,MER-126,digital_services,bank_transfer,desktop,DEV-2913,140.34.129.100,AR,0,0,Rafaela Lopes,47,1555,BR,hotmail.com,0,0,1,1,0,1,50,high
4824,867,2025-09-11 10:41:23,65.85,MER-596,marketplace,debit_card,tablet,DEV-7810,78.241.150.49,CL,1,1,Sofia Farias,69,53,BR,gmail.com,1,0,1,0,0,0,25,medium
4825,285,2025-11-01 21:38:04,63.03,MER-134,pharmacy,bank_transfer,desktop,DEV-5451,211.174.153.143,BR,0,0,Dra. Pietra Moreira,69,2532,BR,outlook.com,0,0,0,0,0,0,0,low
4826,462,2025-11-25 12:04:57,82.86,MER-813,pharmacy,credit_card,mobile,DEV-1299,99.85.246.201,AR,1,1,Ravy Vieira,67,555,US,yahoo.com,0,0,1,0,0,0,25,medium
4827,289,2025-04-10 10:32:06,71.96,MER-428,travel,credit_card,tablet,DEV-9818,194.179.185.234,CL,0,0,Arthur Miguel Lima,51,2089,BR,outlook.com,0,0,1,0,0,0,25,medium
4828,332,2025-02-21 08:03:27,136.76,MER-364,digital_services,bank_transfer,tablet,DEV-9038,205.89.71.95,US,0,0,Sra. Alice Barros,66,2890,BR,gmail.com,0,0,1,0,0,1,35,medium
4829,274,2025-12-29 15:34:44,153.11,MER-826,travel,pix,desktop,DEV-6518,217.247.64.75,MX,0,0,Murilo Melo,35,1815,BR,yahoo.com,1,0,1,0,0,0,25,medium
4830,485,2025-06-01 14:34:13,25.91,MER-288,marketplace,debit_card,mobile,DEV-5448,133.140.211.129,AR,0,1,Luiz Otávio Vieira,35,1545,US,gmail.com,0,0,1,0,0,0,25,medium
4831,342,2025-01-11 05:55:22,145.75,MER-264,digital_services,debit_card,mobile,DEV-8361,177.180.26.118,MX,0,0,João Vitor Barbosa,33,3003,BR,gmail.com,0,0,1,1,0,1,50,high
4832,752,2025-07-02 14:06:28,22.93,MER-788,fashion,debit_card,desktop,DEV-6357,123.32.128.6,PY,0,0,Yan Pimenta,26,1231,AR,yahoo.com,0,0,1,0,0,0,25,medium
4833,570,2025-07-13 09:30:21,113.19,MER-936,electronics,pix,mobile,DEV-7985,66.91.145.251,MX,0,0,Luiz Felipe Ramos,69,3572,BR,outlook.com,0,0,1,0,0,1,35,medium
4834,241,2025-06-09 03:07:53,116.49,MER-545,marketplace,credit_card,tablet,DEV-8613,57.89.42.137,US,0,0,Nathan Melo,68,1367,BR,hotmail.com,0,0,1,1,0,0,40,high
4835,314,2025-04-13 14:32:57,11.94,MER-147,fashion,pix,mobile,DEV-6904,147.175.91.76,MX,1,1,Jade Fogaça,32,564,BR,outlook.com,0,0,1,0,0,0,25,medium
4836,851,2025-06-04 14:35:27,72.51,MER-607,gaming,bank_transfer,desktop,DEV-8834,168.192.253.133,US,0,0,Olívia Novais,26,3367,US,yahoo.com,0,0,0,0,0,1,10,low
4837,479,2025-09-22 09:10:22,43.74,MER-530,travel,debit_card,desktop,DEV-2739,213.237.136.246,PY,0,0,João Gabriel Cassiano,68,2149,BR,yahoo.com,1,0,1,0,0,0,25,medium
4838,578,2025-01-26 02:23:29,33.69,MER-695,gaming,bank_transfer,mobile,DEV-8017,84.39.175.116,MX,0,1,Ana Sophia Moraes,53,684,BR,hotmail.com,0,0,1,1,0,1,50,high
4839,704,2025-07-02 19:34:45,224.93,MER-136,fashion,pix,tablet,DEV-6640,125.62.192.46,US,0,1,Ana Luiza Cunha,37,1322,BR,hotmail.com,1,0,1,0,0,0,25,medium
4840,358,2025-06-15 20:47:00,37.03,MER-245,pharmacy,credit_card,desktop,DEV-9349,144.127.127.80,CL,1,1,Ryan Pastor,60,2612,BR,hotmail.com,0,0,1,0,0,0,25,medium
4841,48,2025-01-09 04:59:25,32.27,MER-944,gaming,debit_card,mobile,DEV-6044,7.66.168.134,MX,0,0,Cecília da Paz,59,2215,AR,gmail.com,0,0,1,1,0,1,50,high
4842,19,2025-02-24 22:07:17,71.39,MER-951,food,bank_transfer,desktop,DEV-3913,158.60.143.159,US,0,0,Vinícius da Luz,59,2045,BR,yahoo.com,0,0,1,0,0,0,25,medium
4843,588,2025-12-01 04:03:06,123.6,MER-665,fashion,pix,tablet,DEV-2600,174.236.5.196,AR,0,1,Ana Fernandes,20,1843,BR,gmail.com,1,0,1,1,0,0,40,high
4844,689,2025-08-13 04:03:53,58.7,MER-686,digital_services,credit_card,mobile,DEV-3859,197.246.229.123,MX,0,0,Nina Castro,29,107,BR,hotmail.com,0,0,1,1,0,1,50,high
4845,431,2025-12-16 22:58:14,190.52,MER-655,travel,credit_card,mobile,DEV-2752,93.131.189.224,BR,0,0,Isabelly da Costa,61,3158,BR,hotmail.com,1,0,0,0,0,0,0,low
4846,474,2025-08-21 20:14:18,107.54,MER-198,gaming,pix,desktop,DEV-6716,70.231.138.192,AR,0,0,Melina Vasconcelos,66,3538,US,hotmail.com,0,0,1,0,0,1,35,medium
4847,670,2025-02-26 08:17:31,9.39,MER-476,electronics,debit_card,mobile,DEV-1975,222.87.208.29,CL,0,0,Carlos Eduardo Casa Grande,38,608,BR,hotmail.com,0,0,1,0,0,1,35,medium
4848,395,2025-06-17 20:35:46,41.41,MER-946,marketplace,pix,mobile,DEV-5752,218.183.191.235,US,0,0,Ana Lívia Viana,30,3126,BR,yahoo.com,1,0,1,0,0,0,25,medium
4849,692,2025-03-22 16:54:44,40.22,MER-262,pharmacy,pix,tablet,DEV-5702,213.82.200.194,MX,0,0,Sra. Maria Laura Abreu,33,2691,BR,gmail.com,0,0,1,0,0,0,25,medium
4850,308,2025-05-30 11:35:44,102.66,MER-413,food,bank_transfer,tablet,DEV-4953,194.124.196.165,PY,0,0,Maysa Abreu,23,2387,BR,outlook.com,0,0,1,0,0,0,25,medium
4851,646,2025-10-30 03:19:46,6.28,MER-935,digital_services,credit_card,tablet,DEV-1159,56.26.16.244,US,0,0,Stella Pimenta,29,3513,BR,yahoo.com,0,0,1,1,0,1,50,high
4852,184,2025-12-06 12:08:08,661.23,MER-564,pharmacy,bank_transfer,mobile,DEV-2299,192.142.180.229,MX,0,0,Sophia Cavalcante,58,2494,US,hotmail.com,0,0,1,0,0,0,25,medium
4853,834,2025-01-29 23:30:30,107.55,MER-460,marketplace,debit_card,desktop,DEV-6406,53.89.236.250,BR,0,0,Henry Gabriel Sá,51,2143,US,gmail.com,1,0,1,0,0,0,25,medium
4854,435,2025-06-22 05:51:09,76.25,MER-791,fashion,pix,tablet,DEV-6000,113.174.143.144,MX,0,0,Sra. Ágatha Teixeira,44,3614,AR,gmail.com,1,0,1,1,0,0,40,high
4855,524,2025-04-06 13:38:36,193.14,MER-880,pharmacy,debit_card,desktop,DEV-8559,29.97.241.160,CL,0,0,Yago Pimenta,19,2598,BR,yahoo.com,1,0,1,0,0,0,25,medium
4856,604,2025-12-10 17:17:30,549.65,MER-975,food,pix,tablet,DEV-3809,214.14.93.81,BR,0,0,Dra. Hadassa Castro,68,1408,AR,gmail.com,0,0,1,0,0,0,25,medium
4857,447,2025-06-21 19:52:15,146.01,MER-907,fashion,bank_transfer,desktop,DEV-9156,201.125.209.132,AR,0,0,Fernando Sá,59,1473,US,gmail.com,0,0,1,0,0,0,25,medium
4858,942,2025-08-28 10:54:34,156.64,MER-488,gaming,credit_card,desktop,DEV-8259,201.94.116.75,BR,0,0,Ryan Borges,44,3323,BR,gmail.com,1,0,0,0,0,1,10,low
4859,878,2025-11-01 14:23:45,75.01,MER-287,fashion,bank_transfer,tablet,DEV-6136,222.235.38.91,PY,0,0,Isabel Novaes,29,2797,BR,hotmail.com,0,0,1,0,0,0,25,medium
4860,289,2025-02-08 23:09:41,58.71,MER-151,digital_services,bank_transfer,mobile,DEV-9417,70.206.34.141,BR,0,0,Arthur Miguel Lima,51,2089,BR,outlook.com,0,0,0,0,0,1,10,low
4861,293,2025-01-08 20:09:47,43.46,MER-925,travel,credit_card,tablet,DEV-8539,201.52.222.40,BR,0,0,Emanuelly Vasconcelos,47,3091,BR,yahoo.com,0,0,0,0,0,0,0,low
4862,71,2025-02-22 07:02:22,31.71,MER-157,travel,debit_card,tablet,DEV-8477,103.25.175.31,US,0,0,Stephany Ramos,65,1810,BR,yahoo.com,0,0,1,0,0,0,25,medium
4863,185,2025-06-14 00:25:51,35.93,MER-735,digital_services,bank_transfer,tablet,DEV-5769,15.252.46.39,BR,0,0,Agatha Moraes,53,57,BR,gmail.com,0,0,0,1,0,1,25,medium
4864,820,2025-05-19 21:06:56,19.78,MER-478,digital_services,credit_card,mobile,DEV-4432,211.0.85.148,CL,1,1,Sra. Olivia da Cunha,47,206,BR,hotmail.com,0,0,1,0,0,1,35,medium
4865,82,2025-01-12 18:53:13,62.28,MER-505,gaming,pix,tablet,DEV-7051,72.154.64.67,AR,0,0,Davi Miguel Gonçalves,37,3361,US,hotmail.com,0,0,1,0,0,1,35,medium
4866,231,2025-12-06 22:13:20,14.64,MER-841,gaming,debit_card,desktop,DEV-1758,67.132.89.141,BR,0,0,Vitor Gabriel Guerra,59,259,BR,yahoo.com,0,0,0,0,0,1,10,low
4867,68,2025-09-15 21:41:09,79.19,MER-561,pharmacy,pix,tablet,DEV-2511,99.45.221.36,US,0,0,Kaique da Cunha,61,2598,AR,yahoo.com,0,0,1,0,0,0,25,medium
4868,975,2025-01-11 18:49:21,64.54,MER-822,pharmacy,debit_card,mobile,DEV-2698,24.193.66.133,US,0,0,Yuri Castro,46,44,BR,outlook.com,0,0,1,0,0,0,25,medium
4869,871,2025-06-22 22:32:31,76.11,MER-930,food,bank_transfer,mobile,DEV-8881,116.59.254.126,US,0,0,Juan Monteiro,66,2217,BR,yahoo.com,0,0,1,0,0,0,25,medium
4870,46,2025-02-02 09:35:58,41.68,MER-523,electronics,credit_card,tablet,DEV-3814,126.174.15.234,AR,0,1,Ian Macedo,29,1141,BR,gmail.com,1,0,1,0,0,1,35,medium
4871,565,2025-08-28 10:56:49,1063.34,MER-115,fashion,debit_card,tablet,DEV-5277,212.59.249.243,MX,0,0,Sra. Ana Lívia Sampaio,51,715,BR,outlook.com,1,0,1,0,0,0,25,medium
4872,426,2025-01-31 00:54:44,226.81,MER-512,food,bank_transfer,desktop,DEV-7985,2.165.15.179,AR,0,1,Hellena Farias,46,2687,BR,yahoo.com,0,0,1,1,0,0,40,high
4873,321,2025-11-29 02:47:10,21.76,MER-839,gaming,pix,mobile,DEV-9888,219.228.209.63,AR,1,1,Breno Duarte,41,2779,AR,yahoo.com,1,0,0,1,0,1,25,medium
4874,483,2025-02-02 09:54:26,82.24,MER-153,gaming,credit_card,mobile,DEV-6553,146.105.32.69,AR,1,1,Olívia Pereira,42,995,BR,outlook.com,0,0,1,0,0,1,35,medium
4875,249,2025-12-25 08:24:38,38.58,MER-159,gaming,credit_card,tablet,DEV-7659,61.139.164.21,AR,0,0,Ryan Campos,67,1483,BR,gmail.com,1,0,1,0,0,1,35,medium
4876,155,2025-07-07 03:48:39,26.76,MER-596,marketplace,debit_card,tablet,DEV-9100,211.99.192.186,AR,0,0,Kaique Aparecida,48,468,US,yahoo.com,1,0,1,1,0,0,40,high
4877,428,2025-01-20 07:06:05,19.96,MER-253,digital_services,pix,tablet,DEV-7160,194.245.21.219,AR,0,0,Brenda Macedo,24,2522,US,hotmail.com,0,0,1,0,0,1,35,medium
4878,359,2025-01-04 04:42:30,98.4,MER-985,travel,debit_card,mobile,DEV-7565,207.79.42.237,AR,1,1,Apollo Borges,27,3477,BR,yahoo.com,0,0,1,1,0,0,40,high
4879,605,2025-12-07 11:41:28,36.12,MER-445,travel,bank_transfer,mobile,DEV-9061,179.232.250.44,MX,0,0,Enzo Monteiro,24,2565,US,yahoo.com,0,0,1,0,0,0,25,medium
4880,901,2025-02-11 03:00:05,159.34,MER-407,fashion,bank_transfer,desktop,DEV-2897,188.55.240.241,BR,0,0,Paulo Abreu,59,2951,BR,gmail.com,0,0,0,1,0,0,15,low
4881,848,2025-11-03 07:33:24,163.11,MER-177,gaming,bank_transfer,mobile,DEV-1345,123.236.137.34,AR,0,0,Sabrina Cirino,63,1854,BR,hotmail.com,0,0,1,0,0,1,35,medium
4882,688,2025-11-02 03:01:17,229.64,MER-511,digital_services,pix,desktop,DEV-3791,7.166.189.16,BR,0,0,Sr. Liam da Cruz,40,2317,BR,yahoo.com,0,0,0,1,0,1,25,medium
4883,562,2025-05-29 03:03:31,30.96,MER-193,digital_services,credit_card,desktop,DEV-5746,67.9.82.139,AR,0,0,Amanda Souza,40,1951,BR,yahoo.com,0,0,1,1,0,1,50,high
4884,928,2025-04-19 08:24:15,102.29,MER-605,fashion,pix,mobile,DEV-7625,193.200.214.208,MX,0,0,Ravy Correia,47,2053,BR,yahoo.com,0,0,1,0,0,0,25,medium
4885,20,2025-07-25 20:16:56,117.83,MER-938,electronics,pix,mobile,DEV-6380,182.15.249.240,BR,0,0,Sr. Nathan Oliveira,34,572,BR,outlook.com,1,0,0,0,0,1,10,low
4886,449,2025-09-17 20:17:34,43.52,MER-998,marketplace,debit_card,desktop,DEV-5129,199.63.192.164,CL,0,0,Laís Farias,58,1209,BR,hotmail.com,0,0,1,0,0,0,25,medium
4887,455,2025-01-17 16:47:33,33.29,MER-843,travel,debit_card,desktop,DEV-7733,222.107.108.1,BR,0,0,Manuela da Cunha,38,3500,BR,gmail.com,0,0,0,0,0,0,0,low
4888,518,2025-02-15 04:54:26,283.88,MER-775,travel,debit_card,mobile,DEV-7261,220.3.208.103,PY,0,0,Milena Vieira,29,3484,BR,hotmail.com,0,0,1,1,0,0,40,high
4889,450,2025-09-11 17:57:16,81.84,MER-371,electronics,credit_card,desktop,DEV-2274,197.90.200.243,CL,1,1,Maria Julia Fogaça,26,1959,BR,outlook.com,1,0,1,0,0,1,35,medium
4890,484,2025-03-01 20:53:20,118.2,MER-799,food,bank_transfer,desktop,DEV-2716,194.249.217.64,PY,1,1,Davi Miguel Nascimento,46,3470,BR,hotmail.com,0,0,1,0,0,0,25,medium
4891,887,2025-06-28 06:05:46,31.82,MER-542,gaming,pix,mobile,DEV-9098,95.3.127.162,BR,0,1,Dr. João Felipe Rios,41,1203,BR,yahoo.com,0,0,0,0,0,1,10,low
4892,892,2025-06-27 12:59:17,22.26,MER-106,digital_services,credit_card,tablet,DEV-9796,162.88.167.225,MX,1,1,Juliana Aparecida,20,1215,AR,hotmail.com,0,0,1,0,0,1,35,medium
4893,485,2025-08-03 23:53:52,39.94,MER-471,travel,debit_card,tablet,DEV-7024,199.7.114.111,AR,0,0,Luiz Otávio Vieira,35,1545,US,gmail.com,0,0,1,0,0,0,25,medium
4894,106,2025-07-25 15:03:23,59.64,MER-538,marketplace,bank_transfer,desktop,DEV-8101,196.143.22.112,BR,0,0,Isadora Alves,57,3339,US,yahoo.com,1,0,1,0,0,0,25,medium
4895,705,2025-02-05 20:40:05,25.59,MER-700,fashion,debit_card,tablet,DEV-5905,215.93.105.208,US,0,0,Maria Sophia Sá,68,2619,AR,outlook.com,0,0,1,0,0,0,25,medium
4896,266,2025-03-21 17:33:00,66.1,MER-563,electronics,debit_card,mobile,DEV-3595,78.167.213.117,AR,0,0,André Cardoso,53,1506,BR,outlook.com,0,0,1,0,0,1,35,medium
4897,764,2025-05-22 04:28:23,14.59,MER-387,pharmacy,debit_card,mobile,DEV-8599,90.132.210.177,PY,0,0,Srta. Daniela Cardoso,19,1584,BR,hotmail.com,0,0,1,1,0,0,40,high
4898,56,2025-12-14 16:52:05,24.34,MER-707,gaming,debit_card,tablet,DEV-6657,218.127.252.131,BR,0,0,Sr. Apollo Melo,25,3647,BR,gmail.com,0,0,0,0,0,1,10,low
4899,275,2025-11-10 20:20:59,121.98,MER-981,travel,bank_transfer,tablet,DEV-9739,196.85.39.143,PY,0,0,Sra. Ana Carolina Abreu,44,1119,BR,gmail.com,0,0,1,0,0,0,25,medium
4900,93,2025-03-10 11:51:05,114.83,MER-644,fashion,pix,desktop,DEV-1996,173.105.161.122,US,0,0,Breno Monteiro,30,1723,BR,yahoo.com,0,0,1,0,0,0,25,medium
